24520000,2.23787,-4.351,6.8468,9.99383,1.70835,14.13,21.5713,-1,0.943536,0.205638,0.0925696,0.24266,1.9245,-0.422211,-5.03552,0.359114,0.25321,0.898288,0,-0,1,0.449148,0.0749557,0.520581,-0.302316,0.242232,-9.71941
24528000,2.19172,-4.30415,6.76957,9.94769,1.7552,14.13,21.5713,-1,0.947279,0.211054,0.094247,0.221894,1.95611,-0.400427,-5.12606,0.372343,0.252286,0.893147,0,-0,1,0.459254,0.0849954,0.480069,-0.30656,0.245204,-9.71227
24536000,2.16097,-4.23252,6.62446,9.91694,1.82683,14.13,21.5713,-1,0.950711,0.216266,0.0957183,0.200539,1.97454,-0.295891,-5.25347,0.385277,0.250557,0.888134,0,-0,1,0.468622,0.095406,0.438566,-0.310928,0.248353,-9.70499
24544000,2.23511,-4.16212,6.36777,9.99107,1.89723,14.1237,21.5713,-1,0.954034,0.220678,0.0962516,0.178484,1.97653,0.0526088,-5.37975,0.396197,0.247875,0.884073,0,-0,1,0.475692,0.105073,0.395387,-0.315464,0.251753,-9.69773
24552000,2.31141,-4.09917,6.109,10.0674,1.96017,13.865,21.5713,-1,0.957251,0.224196,0.0956976,0.155719,1.99161,0.399975,-5.50563,0.404761,0.244403,0.881156,0,-0,1,0.480257,0.113635,0.350372,-0.320188,0.255445,-9.69057
24560000,2.37797,-4.02814,5.85879,10.1339,2.03121,13.6148,21.5713,-1,0.960312,0.226811,0.0941568,0.132255,1.9899,0.723308,-5.63323,0.41109,0.240188,0.879383,0,-0,1,0.482419,0.121142,0.303555,-0.325093,0.259438,-9.68352
24568000,2.44913,-3.94689,5.61598,10.2051,2.11246,13.3719,21.5713,-1,0.96318,0.228406,0.091751,0.108153,1.95306,1.0452,-5.75262,0.415197,0.235111,0.878826,0,-0,1,0.482067,0.127687,0.255066,-0.33017,0.263743,-9.67657
24576000,2.52552,-3.87186,5.37101,10.2815,2.18749,13.127,21.5713,-1,0.965816,0.228925,0.0884941,0.0834371,1.92356,1.37094,-5.86938,0.416982,0.229264,0.879525,0,-0,1,0.479172,0.133129,0.204918,-0.335407,0.268364,-9.6697
24584000,2.59158,-3.81321,5.1411,10.3475,2.24614,12.8971,21.5713,-1,0.96814,0.228483,0.0844003,0.0581101,1.92502,1.66157,-5.98284,0.416545,0.222984,0.881345,0,-0,1,0.47407,0.137299,0.153118,-0.341534,0.274028,-9.66182
24592000,2.63445,-3.75133,4.93981,10.3904,2.30802,12.6958,21.5713,-1,0.970062,0.227201,0.0796216,0.0319367,1.9178,1.89155,-6.09393,0.414257,0.216318,0.88408,0,0,1,0.46712,0.140425,0.09928,-0.347774,0.279996,-9.65404
