24536000,2.28646,-4.25389,6.8245,10.0424,1.80546,14.13,21.5713,-1,0.953018,0.161461,0.0802974,0.243392,1.67397,-0.489444,-5.02035,0.297898,0.192605,0.934965,0,0,1,0.355227,0.0745221,0.513474,-0.0142964,0.0730307,-10.5467
24544000,2.25748,-4.18515,6.67901,10.0134,1.8742,14.13,21.5713,-1,0.957098,0.166351,0.0816493,0.222764,1.69161,-0.382102,-5.14657,0.308995,0.192776,0.931322,0,0,1,0.363995,0.0822716,0.472505,-0.0176363,0.0747233,-10.5401
24552000,2.32942,-4.12758,6.42277,10.0854,1.93177,14.13,21.5713,-1,0.961046,0.170557,0.0819854,0.201444,1.7172,-0.0391215,-5.2737,0.318004,0.192325,0.928378,0,0,1,0.370724,0.0889854,0.429933,-0.0211221,0.0766077,-10.5336
24560000,2.39087,-4.06875,6.17368,10.1468,1.9906,13.9296,21.5713,-1,0.964842,0.174029,0.0812377,0.179425,1.7423,0.278777,-5.40384,0.324764,0.191386,0.926229,0,0,1,0.37536,0.0944531,0.385677,-0.0247713,0.0787173,-10.5272
24568000,2.45127,-4.00045,5.93788,10.2072,2.05889,13.6938,21.5713,-1,0.968442,0.176695,0.0795442,0.156752,1.73472,0.582351,-5.52589,0.329404,0.189859,0.924903,0,0,1,0.377906,0.0988343,0.339852,-0.0285792,0.0810619,-10.5208
24576000,2.51641,-3.93091,5.70059,10.2724,2.12844,13.4566,21.5713,-1,0.971812,0.178466,0.0769536,0.133455,1.71826,0.890594,-5.64547,0.331877,0.18772,0.924456,0,0,1,0.378293,0.102112,0.292509,-0.0325376,0.0836483,-10.5146
24584000,2.57764,-3.87259,5.47144,10.3336,2.18676,13.2274,21.5713,-1,0.974896,0.179387,0.07348,0.109542,1.72074,1.18029,-5.76195,0.332224,0.185189,0.924842,0,0,1,0.376706,0.104158,0.243658,-0.0370673,0.0869218,-10.5089
24592000,2.62264,-3.8157,5.26284,10.3786,2.24365,13.0188,21.5713,-1,0.977618,0.179559,0.0692427,0.0850143,1.72378,1.42565,-5.87627,0.33072,0.182432,0.925928,0,0,1,0.373488,0.105049,0.193351,-0.0417179,0.0904361,-10.5033
24600000,2.65825,-3.75177,5.0685,10.4142,2.30758,12.8245,21.5713,-1,0.979911,0.178987,0.0643985,0.0599308,1.7075,1.64412,-5.988,0.327573,0.179426,0.927633,0,0,1,0.368788,0.104948,0.141758,-0.0464756,0.0941927,-10.4978
24608000,2.69309,-3.68658,4.87843,10.4491,2.37277,12.6344,21.5713,-1,0.981723,0.177644,0.0590244,0.0343239,1.68365,1.85564,-6.09741,0.322824,0.176175,0.929918,0,0,1,0.362656,0.103883,0.0889599,-0.051336,0.0981867,-10.4923
