timestamp,x,y,z,vx,vy,vz,ax,ay,az,roll,pitch,yaw
1729571875284772,-0.2569524,0.12668286,-2.7720802,-0.019314814,0.019570524,0.058764074,0.0,0.0,0.0,-0.324743413045646,-0.14240804335465515,89.34095554165866
1729571875300909,-0.25836998,0.1268706,-2.7713346,-0.01806365,0.019315295,0.058813907,0.077533916,-0.015816381,0.0030881334,-0.33159525110733973,-0.13764726722214904,89.34070303708691
1729571875309122,-0.25904882,0.12696755,-2.7709568,-0.01742819,0.019150244,0.058796886,0.077372454,-0.02009629,-0.002072428,-0.33558643908456287,-0.1357816464320819,89.34045037544547
1729571875317272,-0.2597081,0.12706624,-2.770576,-0.01678092,0.019003939,0.058763497,0.07941953,-0.017951557,-0.0040969052,-0.339880338288161,-0.13403890282590716,89.34017714594353
1729571875325491,-0.26037827,0.12716773,-2.7701921,-0.016165633,0.018851075,0.058691707,0.07486161,-0.018598802,-0.008734648,-0.3443529066509095,-0.13242227805606996,89.33983911247223
1729571875341652,-0.2616611,0.12737519,-2.7694175,-0.014915639,0.018540518,0.05851116,0.07734633,-0.019216444,-0.011171722,-0.35343088158540775,-0.12956279587831823,89.3386335825116
1729571875349886,-0.2622743,0.12748091,-2.76905,-0.014281472,0.01839389,0.058389414,0.07701802,-0.017807784,-0.014785793,-0.3576965184490934,-0.12844972568621374,89.33805297487403
1729571875358054,-0.26286906,0.12758788,-2.7686796,-0.013647484,0.018243376,0.05826147,0.07761858,-0.018427143,-0.01566419,-0.3617990069513505,-0.12756394665780102,89.33739382512192
1729571875366291,-0.26344562,0.12769601,-2.7683072,-0.012991108,0.01809701,0.058089986,0.079686254,-0.017769413,-0.02081857,-0.3655718644049194,-0.1268733354570794,89.33674492000972
1729571875382446,-0.26454544,0.12791537,-2.7675567,-0.011700113,0.017797662,0.057743546,0.079913005,-0.018529715,-0.021444803,-0.37258913435295954,-0.12638245443228743,89.33553581732046
1729571875390683,-0.26506916,0.12802638,-2.7671785,-0.01103526,0.017665014,0.05755291,0.08071549,-0.016103955,-0.023143655,-0.37589005486601346,-0.12627407827663992,89.33497240290416
1729571875398861,-0.26594612,0.12887663,-2.7677894,-0.010503922,0.017796896,0.057200108,0.06497165,0.016126525,-0.04314057,-0.37908097398815327,-0.12613854138148803,89.33448745139523
1729571875407114,-0.26679766,0.1297104,-2.7683728,-0.009969842,0.017891455,0.056839194,0.06471343,0.011457536,-0.043731198,-0.3822969988242778,-0.12613962194137768,89.33415267490204
