timestamp,x,y,z,vx,vy,vz,ax,ay,az,roll,pitch,yaw
1729569901846853,0.036215518,-0.005236337,-4.280641,-0.0107867895,-0.0210743,-0.22642179,0.0,0.0,0.0,1.0772220175897145,-2.60466568917143,94.46375662502626
1729569901855058,0.036130566,-0.0058660177,-4.2795687,-0.011171412,-0.021397874,-0.22648458,-0.04687657,-0.03943609,-0.007653076,1.0690433293918438,-2.6135727382851246,94.46489948800945
1729569901863331,0.036024664,-0.006479197,-4.278683,-0.011571273,-0.02167455,-0.22663401,-0.048333313,-0.033443183,-0.018062232,1.060925580206714,-2.6224535695416407,94.46579563900622
1729569901879400,0.03580645,-0.0076733483,-4.277367,-0.012328439,-0.022117767,-0.22713473,-0.04711968,-0.027582193,-0.03116085,1.0452369880830876,-2.639664152354849,94.46840784377913
1729569901887679,0.03569393,-0.008256156,-4.276899,-0.012702222,-0.022329533,-0.2274816,-0.045148276,-0.02557869,-0.041897476,1.0377308628262476,-2.648200730786039,94.46934440588801
1729569901895887,0.03557897,-0.008830441,-4.276539,-0.013066945,-0.022530468,-0.2278861,-0.044435024,-0.024480348,-0.049280215,1.030292969857759,-2.656846554992174,94.46993774599076
1729569901904155,0.035461627,-0.009396791,-4.276256,-0.013412517,-0.022719799,-0.22832873,-0.04179631,-0.022899183,-0.053536408,1.0229685381099247,-2.6655356020078327,94.47031924103246
1729569901920222,0.03522003,-0.010507069,-4.2759542,-0.0140692275,-0.023019154,-0.2294195,-0.040873278,-0.018631669,-0.06788853,1.0087969068008753,-2.68259785111275,94.4706765870305
1729569901928498,0.035095837,-0.0110515235,-4.275923,-0.014381943,-0.023163386,-0.22998841,-0.03778586,-0.017427752,-0.06874232,1.0020916254407517,-2.6907533102666883,94.4705142283305
1729569901936703,0.034337364,-0.011741027,-4.274876,-0.014835646,-0.023311066,-0.23038125,-0.05529593,-0.017998759,-0.04787804,0.9957022278473812,-2.6986727071229724,94.47023491306865
1729569901944979,0.033594042,-0.012419691,-4.273929,-0.015282351,-0.023452276,-0.23076445,-0.05397586,-0.017062694,-0.046302352,0.9894717030579366,-2.706460527602773,94.46926174630528
1729569901961046,0.03214986,-0.0137456255,-4.2723136,-0.016126454,-0.023667075,-0.23156306,-0.052536458,-0.013368916,-0.049705163,0.9772111701749939,-2.7215367245329665,94.46667057152068
1729569901969046,0.031447835,-0.014393536,-4.2716208,-0.016513329,-0.023762593,-0.23198956,-0.048359387,-0.011939787,-0.053312626,0.9711009906772305,-2.7287530829291446,94.46501660630881
1729569901977046,0.030758476,-0.015031598,-4.271012,-0.016913261,-0.023815768,-0.23245303,-0.04999153,-0.0066468487,-0.05793385,0.9648933681658036,-2.736020769524339,94.46314420362006
1729569901985046,0.030081226,-0.015659973,-4.270484,-0.017277258,-0.023866532,-0.23291604,-0.04549953,-0.006345566,-0.057876106,0.9587455519453125,-2.743278243136681,94.46117527184448
1729569902001046,0.028761666,-0.016888551,-4.26966,-0.01799709,-0.023936385,-0.23393361,-0.044989515,-0.0043658074,-0.063598156,0.9461108030192013,-2.7573259807230306,94.45686600754847
1729569902009046,0.02812783,-0.01749439,-4.2693596,-0.018330013,-0.023972502,-0.23447612,-0.04161545,-0.004514586,-0.06781332,0.9393446081896191,-2.7640307625947007,94.45462793388516
1729569902017046,0.027504524,-0.018091302,-4.269131,-0.018647058,-0.023985604,-0.23504747,-0.039630566,-0.0016377306,-0.0714194,0.9323080420712048,-2.770547318627156,94.45186745454038
1729569902025046,0.026891435,-0.018679308,-4.2689533,-0.018950278,-0.023986401,-0.23561764,-0.0379025,-9.965151e-05,-0.07127039,0.924828509440625,-2.7766399409696803,94.44911978475861
1729569902041046,0.025694778,-0.01982943,-4.2688017,-0.019520111,-0.023955466,-0.23682576,-0.035614587,0.0019334255,-0.07550791,0.9090584340462207,-2.7881709414752454,94.44305186483462
1729569902049046,0.025110682,-0.02039171,-4.268824,-0.019796113,-0.023931043,-0.23745866,-0.034500144,0.0030528752,-0.07911212,0.9011388272768197,-2.794012560369891,94.43981580920406
1729569902057046,0.024535775,-0.02094554,-4.26891,-0.02004228,-0.023867836,-0.23809354,-0.030770896,0.007900875,-0.07935985,0.8933468107632884,-2.799981572651144,94.43650498971603
1729569902065046,0.023773924,-0.021746716,-4.267279,-0.020253196,-0.023935981,-0.23835213,-0.026364576,-0.008518109,-0.032324344,0.8857651294836952,-2.805999552560786,94.43298172363843
1729569902081046,0.022286842,-0.023325792,-4.2643332,-0.020618739,-0.02404764,-0.2388749,-0.02284639,-0.0069786324,-0.03267266,0.870742516647772,-2.8174645942161067,94.42656445577435
1729569902089046,0.021564843,-0.024095478,-4.263,-0.020784607,-0.024078919,-0.23913385,-0.020733567,-0.003909925,-0.032369047,0.8635352951976095,-2.8231022733210906,94.423389601224
1729569902097046,0.020856656,-0.024852239,-4.261764,-0.02095439,-0.024102764,-0.23944236,-0.021222744,-0.0029806977,-0.038564205,0.8563883772458192,-2.828480115979751,94.42019347092064
1729569902105046,0.02016202,-0.02559637,-4.260624,-0.021094916,-0.024118092,-0.23983295,-0.017565908,-0.0019159633,-0.04882365,0.8492144695583798,-2.833794726972561,94.41704556511804
1729569902121046,0.018812569,-0.02704737,-4.2586226,-0.021346198,-0.024065621,-0.24074024,-0.015705125,0.0032794194,-0.056705434,0.8348972340402477,-2.8443034916336174,94.41029491918361
1729569902129046,0.018156977,-0.027754525,-4.2577577,-0.021477778,-0.024021327,-0.24132848,-0.01644739,0.0055367122,-0.07352978,0.827474770157575,-2.8496891263626956,94.40694079429917
1729569902137046,0.017513791,-0.028449656,-4.256981,-0.021577444,-0.023943914,-0.24196452,-0.012458301,0.009676674,-0.07950514,0.8199186826084243,-2.8550980805377355,94.40351163496061
1729569902145046,0.016881872,-0.029141013,-4.2562757,-0.021666417,-0.023865627,-0.24264823,-0.01112162,0.009785872,-0.08546374,0.8123523640679983,-2.8605668988952457,94.40000062053477
1729569902161046,0.015653495,-0.030488314,-4.255118,-0.021853792,-0.023649395,-0.24416237,-0.011710915,0.013514537,-0.09463354,0.7972402500124172,-2.872019445628732,94.39373404565819
