timestamp,x,y,z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,failed_motor
1729710283777105,0.03726374,0.015643515,-1.8002946,-0.043907754,0.040307797,-0.11722387,0.0,0.0,0.0,0.7368951392336555,0.2572996403728453,90.40832308295926,0
1729710283785105,0.037450746,0.016009755,-1.8002348,-0.044572614,0.040111568,-0.11710696,-0.083107494,-0.024528706,0.014613382,0.7280684689705008,0.25989684625836634,90.41029719688052,0
1729710283793105,0.037619494,0.016379183,-1.80022,-0.04523624,0.039939947,-0.117000125,-0.08295336,-0.021452548,0.0133542335,0.7192219363473181,0.2625233480936376,90.41220979204367,0
1729710283809105,0.037896566,0.017114356,-1.8002691,-0.04653938,0.03960726,-0.11706232,-0.08144625,-0.020792939,-0.0038873402,0.7013145235787615,0.2679511121277459,90.41148590118189,0
1729710283817105,0.038005948,0.017480193,-1.8003325,-0.04715565,0.039442904,-0.11706286,-0.077033415,-0.020544508,-6.7055225e-05,0.6921909361643319,0.2706832179781151,90.41091907741124,0
1729710283825105,0.038096573,0.01784489,-1.8004203,-0.04778071,0.0392789,-0.1169932,-0.07813284,-0.020500736,0.008707866,0.6832423572549337,0.2733895508585895,90.41023609290072,0
1729710283841105,0.03822291,0.018570635,-1.8006653,-0.049023975,0.038931936,-0.116960146,-0.07770397,-0.021685146,0.0020656735,0.6657594723691473,0.2786223368921163,90.40863794880491,0
1729710283849105,0.03825935,0.01893174,-1.8008406,-0.0496435,0.038764372,-0.11710157,-0.077440865,-0.020945443,-0.017678365,0.6576495609707991,0.2811557269713475,90.40772964328224,0
1729710283857105,0.03827859,0.01929163,-1.8010389,-0.050229006,0.038581654,-0.11728302,-0.073187985,-0.022839753,-0.022680497,0.6496358897535888,0.2837796720779581,90.40671203125709,0
1729710283865105,0.038286015,0.019654421,-1.8012595,-0.050815552,0.038409516,-0.11746864,-0.07331837,-0.021517275,-0.023202969,0.6416798268060009,0.28646274234357244,90.4056328509639,0
1729710283873105,0.03827701,0.020015964,-1.8015022,-0.051386796,0.03823079,-0.11766961,-0.07140543,-0.022340564,-0.025121493,0.6337400342508196,0.28924706674552875,90.40346092588311,0
1729710283889105,0.03821098,0.020735132,-1.8020525,-0.052534472,0.037851173,-0.11817821,-0.071729764,-0.02372614,-0.031787436,0.6188424720127225,0.295090102746515,90.39889836432455,0
1729710283897105,0.03870663,0.020965554,-1.8016802,-0.052818965,0.037483335,-0.1183309,-0.03556162,-0.045979857,-0.019086525,0.6119880571711639,0.29815665865504115,90.39641900865057,0
1729710283909105,0.03917552,0.021195633,-1.8013461,-0.053098805,0.037121065,-0.11842681,-0.023320006,-0.030189132,-0.007991989,0.6052825280243612,0.3016830856128772,90.39626201042252,0
1729710283913105,0.03961839,0.021425387,-1.8010697,-0.0533703,0.036769424,-0.118486434,-0.06787386,-0.087910324,-0.014906748,0.5990629676261019,0.30504377255420784,90.39590700938695,0
1729710283929105,0.040428415,0.021884048,-1.8006212,-0.053960934,0.036084853,-0.11869624,-0.0369146,-0.042785656,-0.013113021,0.58768930332084,0.3109569341851889,90.39520364801643,0
1729710283937105,0.040794183,0.022113657,-1.8004477,-0.05425205,0.035735257,-0.11887867,-0.036389567,-0.043699514,-0.022803431,0.5825472247872112,0.31344102548603314,90.39476661402463,0
1729710283945105,0.041136358,0.02234275,-1.8003078,-0.05454722,0.035383116,-0.11912905,-0.036896206,-0.04401756,-0.031297095,0.578081110894902,0.31550126568692666,90.39369428367439,0
1729710283953105,0.041455455,0.022571167,-1.8002006,-0.054851238,0.03502875,-0.11938626,-0.038002152,-0.044296026,-0.03215205,0.5743728681454789,0.3172668965060643,90.39257421232054,0
1729710283969105,0.04202636,0.023026561,-1.8001035,-0.05547167,0.034385625,-0.11986271,-0.038777012,-0.040195182,-0.029778106,0.5692513758639046,0.3205720922556775,90.39032707451364,0
1729710283981105,0.042279325,0.02325322,-1.8001114,-0.055786546,0.034040786,-0.12010454,-0.026239702,-0.028736578,-0.020151958,0.5675680624732141,0.3220117907024527,90.38920697832593,0
1729710283985105,0.042511106,0.02347908,-1.8001482,-0.05613417,0.0337039,-0.12034421,-0.08690636,-0.084221356,-0.059917565,0.5663313251201726,0.323294579265529,90.38824390541417,0
1729710283993105,0.042722136,0.02370415,-1.8002135,-0.05646444,0.033379827,-0.12062871,-0.041283663,-0.04050927,-0.035562553,0.565488217561847,0.3243427365583852,90.38729451576604,0
1729710284009105,0.04307506,0.024153147,-1.8004283,-0.05713759,0.032711465,-0.12138954,-0.042071797,-0.041772608,-0.04755193,0.5645979403953671,0.3254547679309504,90.38537517648564,0
1729710284017105,0.04322242,0.024376182,-1.8005772,-0.057484068,0.03237874,-0.12175795,-0.043309756,-0.041590534,-0.046051104,0.5646262010252906,0.32566912193738184,90.38428916054835,0
1729710284025105,0.04363477,0.024718186,-1.8007449,-0.057806686,0.032101545,-0.12207951,-0.040327195,-0.03464939,-0.040194947,0.5648981191135883,0.32557872719276476,90.38324410250073,0
1729710284033105,0.04402101,0.025056418,-1.8009601,-0.058140196,0.03180943,-0.1224258,-0.04168879,-0.036514364,-0.04328694,0.5654907057867333,0.3252515398461619,90.38162526656558,0
1729710284049105,0.044717383,0.025721714,-1.8014647,-0.05884502,0.031261187,-0.12329587,-0.044051554,-0.03426522,-0.054379456,0.5673197916733741,0.32522499239413855,90.3785447562992,0
1729710284057105,0.045028523,0.026049035,-1.801753,-0.059200544,0.030993916,-0.123629846,-0.04444038,-0.03340887,-0.04174653,0.5686206083161461,0.3257310748885586,90.37713770022191,0
1729710284065105,0.045315646,0.026372898,-1.8020638,-0.059575606,0.030722065,-0.12386429,-0.046882775,-0.033981398,-0.029305926,0.5700957636875856,0.32630826189774365,90.37579894555206,0
1729710284081105,0.045819554,0.027011815,-1.8027484,-0.060344443,0.030199744,-0.12431799,-0.048052285,-0.032645065,-0.028355977,0.5737063936369697,0.32739974922349646,90.373312724784,0
1729710284089105,0.046037152,0.027326407,-1.8031435,-0.060753953,0.029938692,-0.12465286,-0.051188745,-0.032631446,-0.04185922,0.5759490471053657,0.3277773634710275,90.37207639989633,0
1729710284097105,0.046232395,0.027637873,-1.803559,-0.06116026,0.029687824,-0.124987975,-0.050788276,-0.031358562,-0.041889023,0.5782699249877092,0.3280531635561011,90.37087420378356,0
1729710284105105,0.046405748,0.027946256,-1.8039942,-0.06157659,0.029413696,-0.12532437,-0.05204137,-0.034265917,-0.04204921,0.5805995004239872,0.3280069523001443,90.36971312107931,0
1729710284113105,0.04655764,0.02825147,-1.8044486,-0.061980657,0.029139329,-0.12564506,-0.050508413,-0.034295954,-0.040085983,0.5826683825993696,0.3276225611048484,90.368674848856,0
1729710284129105,0.046798643,0.028852878,-1.8054137,-0.06285301,0.028614273,-0.12632792,-0.054521948,-0.032815963,-0.042678785,0.5865347467529394,0.326618266804846,90.3665027484768,0
1729710284137105,0.04688843,0.029149204,-1.8059233,-0.06329251,0.028369013,-0.12661393,-0.054937784,-0.030657507,-0.03575161,0.5882851659201311,0.3263225361573926,90.3654917974711,0
1729710284145105,0.046958257,0.029442908,-1.80645,-0.0637382,0.028143464,-0.12684588,-0.05571078,-0.028193694,-0.028993933,0.5899541943304534,0.3261422269126977,90.36459017274623,0
1729710284153105,0.047389578,0.029831862,-1.8063174,-0.06384665,0.027941968,-0.12690422,-0.01355633,-0.025186919,-0.0072922553,0.5916614810454106,0.32605196556812777,90.3636749310866,0
1729710284161105,0.047796305,0.030216014,-1.8062181,-0.06395728,0.027745176,-0.12699816,-0.013829208,-0.024599021,-0.011742114,0.592718465994469,0.3261230433753122,90.36207656491004,0
1729710284181105,0.048537605,0.030970912,-1.8061157,-0.064277224,0.027397709,-0.12712586,-0.015997142,-0.017373357,-0.0063851476,0.5938470938894362,0.32641655950556775,90.3588867494564,0
1729710284185105,0.048873004,0.031341825,-1.8061106,-0.06446807,0.027204307,-0.12714376,-0.04771165,-0.04835054,-0.0044740736,0.5939368788774957,0.3268796325124189,90.35737728273112,0
