timestamp,x,y,z,vx,vy,vz,ax,ay,az,roll,pitch,yaw
1729620008650828,-0.40921912,-0.38131997,-3.2802029,0.039710537,0.06334287,0.078108445,0.0,0.0,0.0,0.4330785895154073,-0.7349005871413762,90.96906340761565
1729620008658828,-0.40969154,-0.3814951,-3.2807293,0.03897494,0.06378353,0.078672945,-0.09194947,0.05508214,0.070562586,0.42786276207478274,-0.7318976192185869,90.97587395856846
1729620008666828,-0.41015002,-0.38164693,-3.2812173,0.038264345,0.06422181,0.0792573,-0.08882442,0.054785047,0.07304456,0.422419187853106,-0.7288524948214242,90.98280743506682
1729620008674828,-0.4105904,-0.38177356,-3.2816677,0.037552834,0.06466469,0.07985876,-0.088938974,0.055360604,0.075181946,0.41649830978477437,-0.7257914696730362,90.98966595104997
1729620008690828,-0.41143206,-0.38196033,-3.2825136,0.0362251,0.06559222,0.081119835,-0.0829834,0.057970636,0.07881736,0.40301444754912746,-0.7197247117876573,91.00205045380542
1729620008698828,-0.4118339,-0.38202122,-3.2828822,0.0355826,0.06606175,0.08175669,-0.080312595,0.058691014,0.07960665,0.39552054722665353,-0.716677247508054,91.00818475922189
1729620008706828,-0.4122236,-0.38206106,-3.2832153,0.034965158,0.06653755,0.08239482,-0.077180095,0.059475187,0.07976684,0.38770609777427834,-0.7137113269647422,91.01414831566917
1729620008714828,-0.4126013,-0.38208032,-3.2835138,0.03438384,0.06700423,0.08303578,-0.07266458,0.05833525,0.08011981,0.37953100300892223,-0.7107251296497272,91.02006387524106
1729620008730828,-0.413322,-0.38205874,-3.2840111,0.033234213,0.06794722,0.084269285,-0.07185177,0.058936417,0.07709395,0.3627585568935142,-0.7043187775400904,91.031601417451
1729620008738828,-0.41364905,-0.38203055,-3.284241,0.032720227,0.06840411,0.08485119,-0.06424822,0.05711149,0.072738156,0.35412209135998,-0.7009142592243905,91.0372437059492
1729620008746828,-0.4142161,-0.38200343,-3.285523,0.032049228,0.068821,0.085128866,-0.0838749,0.05211122,0.03470946,0.34546650153972863,-0.6976129509218916,91.043104718277
1729620008754828,-0.41476816,-0.38195765,-3.2867472,0.031393863,0.0692524,0.08540954,-0.08192053,0.053925436,0.035083853,0.33696743338681184,-0.6944822521116717,91.050024802639
1729620008770828,-0.41582856,-0.38181138,-3.2890284,0.030181088,0.07012826,0.08596257,-0.07579848,0.054741275,0.03456464,0.31924795153632857,-0.6886993820149315,91.06349590162871
1729620008778828,-0.41633758,-0.38171166,-3.2900882,0.029596377,0.07056369,0.08627766,-0.073088795,0.05442835,0.03938656,0.31012857360411833,-0.6860136971126998,91.07004021280194
1729620008786828,-0.41683295,-0.38159466,-3.2910953,0.029027794,0.07100602,0.08666362,-0.07107295,0.055291686,0.04824437,0.3007645058393529,-0.6832847349884466,91.07638626925363
1729620008794828,-0.41731495,-0.38146067,-3.2920508,0.028476954,0.07145411,0.08707792,-0.068855,0.056010667,0.05178805,0.29125858080210176,-0.6805340550151315,91.08250713841731
1729620008810828,-0.4182397,-0.381143,-3.2938566,0.027463784,0.07235372,0.0880574,-0.063323066,0.056225803,0.061217226,0.27203290871678687,-0.6745802217145732,91.09444120941276
1729620008818828,-0.41867954,-0.38097006,-3.2946851,0.026990399,0.07281695,0.08862036,-0.059173208,0.057904046,0.0703698,0.26228398361983646,-0.671297022153163,91.10018598385821
1729620008826828,-0.4191069,-0.38078108,-3.2954648,0.026530294,0.07326834,0.08924808,-0.057513125,0.056423243,0.07846578,0.25251176739454584,-0.6678162161311967,91.10612230146522
1729620008834828,-0.4195221,-0.38057634,-3.2961967,0.026094079,0.073737316,0.08991682,-0.05452684,0.058622096,0.08359178,0.2426476839115274,-0.6643335981831212,91.11189444248693
1729620008850828,-0.42031664,-0.38012046,-3.2975209,0.025282905,0.07468491,0.091340095,-0.050698403,0.05922466,0.08895481,0.22283299279023144,-0.6570261439756417,91.1231516654827
1729620008858828,-0.42069626,-0.37986988,-3.2981384,0.024928708,0.07514799,0.092097335,-0.044274606,0.05788449,0.09465496,0.21268743343255012,-0.6530605331135206,91.12857541757208
1729620008866828,-0.42106444,-0.3796046,-3.2987108,0.024559187,0.07562442,0.092881665,-0.046190105,0.05955435,0.09804125,0.20240833309941073,-0.6490555959077505,91.13382146501928
1729620008874828,-0.42083645,-0.37984666,-3.2997627,0.024391148,0.07589511,0.093541585,-0.021004815,0.03383588,0.08249003,0.19211605491521716,-0.6448814438877035,91.13889677228526
1729620008890828,-0.42043138,-0.38023117,-3.301699,0.024056895,0.076497145,0.094967455,-0.020890845,0.037627295,0.08911686,0.17178082338344972,-0.6362222505885468,91.14762592411164
1729620008898828,-0.42023265,-0.3803856,-3.3025858,0.023919765,0.07682094,0.09568989,-0.017141225,0.040474344,0.090304755,0.16185502668420446,-0.6321595332629177,91.15205222554387
1729620008906828,-0.42003605,-0.3805155,-3.3034203,0.023809353,0.077147104,0.09642808,-0.013801501,0.040770505,0.09227357,0.1521052494061981,-0.628142552114902,91.15630772147921
1729620008915170,-0.41984135,-0.38062134,-3.3042035,0.023704188,0.077484794,0.09717306,-0.012606683,0.040480714,0.08930426,0.1427240888532187,-0.6242563159024905,91.16033777869521
1729620008931170,-0.41945654,-0.38076335,-3.3056617,0.02356965,0.07812505,0.098722234,-0.008408679,0.040016133,0.09682355,0.1252670953746079,-0.616523768304603,91.16820645042526
1729620008939170,-0.41926593,-0.38080063,-3.306317,0.023510749,0.07845293,0.099538445,-0.00736257,0.04098471,0.10202638,0.11749483511716848,-0.612745442439468,91.17177196812779
1729620008947170,-0.41907626,-0.38081607,-3.3069243,0.023472607,0.07878061,0.10038574,-0.004767673,0.040959563,0.10591186,0.11051869275930953,-0.6091606166241734,91.17505044707725
1729620008955170,-0.41888,-0.38081145,-3.3074844,0.023462472,0.0791122,0.10126259,-0.0012668314,0.04144944,0.109606415,0.10442123354395848,-0.6057235042867408,91.1782060670424
1729620008971170,-0.41848913,-0.3807399,-3.3084664,0.023440266,0.07979872,0.10304491,-0.0013879034,0.042907424,0.111395024,0.09407486259093291,-0.5986819373663528,91.18349264681166
1729620008979170,-0.41829428,-0.38067377,-3.3089125,0.023445066,0.08015044,0.103953645,0.00060000457,0.04396494,0.113591544,0.08965147609199639,-0.5950537361126956,91.18586931455825
