timestamp,x,y,z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,roll_rate,pitch_rate,yaw_rate
1733312797104791,0.020762803,0.040359076,-10.466968,0.03530137,0.0012045415,-0.14895335,0.0,0.0,0.0,0.1817786650544686,0.2026273355920316,90.7238598750812,0.0,0.0,0.0
1733312797112791,0.020974956,0.04056481,-10.467767,0.03466615,0.0013883427,-0.14782214,-0.07940223,0.022975145,0.14140084,0.18173547270075108,0.20593182079207892,90.72540381606312,-0.005399044214691646,0.41306065000591125,0.19299262273978227
1733312797120791,0.021183953,0.040768117,-10.468568,0.034042206,0.0015800841,-0.14671826,-0.07799314,0.023967672,0.13798475,0.18136071129167491,0.20904514014809852,90.72694767117501,-0.0468451761345227,0.389164919502451,0.1929818889863502
1733312797136791,0.021592177,0.041167386,-10.47017,0.032759026,0.0018986058,-0.1448194,-0.08019874,0.019907609,0.11867936,0.17958196430753318,0.21515750764840036,90.73029508464637,-0.11117168650885803,0.38202296876886527,0.20921334196005759
1733312797144791,0.021791123,0.04136333,-10.470974,0.03213783,0.0020440952,-0.1439631,-0.07764948,0.018186169,0.107036896,0.178573863452294,0.21817280426244623,90.73181845227217,-0.12601260690489596,0.37691207675573263,0.1904209532238993
1733312797152791,0.021986699,0.04155675,-10.471779,0.031521577,0.0021627133,-0.14314772,-0.07703155,0.014827265,0.10192207,0.1772792670734769,0.22100684665416048,90.73349211698334,-0.1618245473521376,0.3542552989642831,0.20920808889790055
1733312797168791,0.022125566,0.04113714,-10.473327,0.030289711,0.0019356589,-0.14151447,-0.07699162,-0.014190903,0.102078535,0.17467054271421878,0.22648067136278632,90.73683953587118,-0.163045272453632,0.3421140442891146,0.20921368049034647
1733312797176791,0.022071144,0.04053417,-10.474073,0.02966757,0.0015799607,-0.1408999,-0.07776776,-0.044462267,0.076821074,0.17322478337593872,0.23013639905709687,90.73755691566495,-0.18071991728500889,0.45696596178881876,0.08967247422001116
1733312797184791,0.02201961,0.03994378,-10.474825,0.029042328,0.0012216652,-0.14032325,-0.07815519,-0.044786938,0.07208064,0.1717765153303342,0.2338677940078254,90.73918969270088,-0.1810335057005666,0.46642436884106697,0.20409712949034703
1733312797192791,0.021970795,0.03936545,-10.475581,0.028434979,0.000858287,-0.13965404,-0.07591862,-0.045422275,0.083651386,0.17041734620131144,0.2374148533003903,90.74061075068921,-0.16989614112784313,0.44338241157061303,0.17763224854238657
1733312797208791,0.021880478,0.038243026,-10.477106,0.027203321,0.0001231861,-0.13848306,-0.07697858,-0.045943804,0.07318612,0.16686246062502802,0.24250717751457046,90.7434661743707,-0.2221803485177139,0.31827026338625986,0.17846398009310213
1733312797216791,0.021838548,0.03769796,-10.477876,0.026595248,-0.00024546107,-0.13795641,-0.07600919,-0.046080895,0.06583147,0.16502011149917672,0.24402210578262987,90.74496919062382,-0.23029364073141154,0.18936603350742554,0.1878770316399322
1733312797224791,0.021798577,0.03716318,-10.478649,0.025989158,-0.0005861186,-0.13736057,-0.07576123,-0.04258219,0.07447973,0.16305402459559223,0.24471262817988043,90.74610992378143,-0.24576086294806285,0.08631529965632073,0.14259164470186367
1733312797232791,0.021760507,0.03663829,-10.479427,0.025401872,-0.0009367988,-0.13676193,-0.0734108,-0.04383502,0.074829906,0.16085811490167648,0.24475630443640858,90.74726431623196,-0.2744887117394682,0.005459532066017256,0.14429905631667497
1733312797248791,0.021688282,0.03561642,-10.480993,0.024223687,-0.0015934396,-0.13561471,-0.07363653,-0.041040048,0.07170159,0.15557363861971224,0.24313118493204153,90.74951154461915,-0.3302797676227643,-0.10156996902294133,0.14045177419929122
1733312797256791,0.021653872,0.035118632,-10.481782,0.023646884,-0.0019324787,-0.1352483,-0.07210043,-0.04237989,0.045800578,0.15259245274708108,0.24145219736385354,90.75057706167485,-0.3726482340788966,-0.20987344602349894,0.13318963196103112
1733312797264791,0.02162086,0.034629293,-10.482575,0.023077488,-0.0022475745,-0.13485996,-0.071174465,-0.03938697,0.04854239,0.14942410364357953,0.23931739761392173,90.75199785525379,-0.3960436379376935,-0.26684996874147543,0.17759919736790733
1733312797272791,0.021589255,0.034148112,-10.483374,0.02253568,-0.002563082,-0.1343708,-0.06772601,-0.039438423,0.06114505,0.14606574114561216,0.23644917368895024,90.75316563714352,-0.41979531224591987,-0.358527990621434,0.14597273621690238
1733312797288791,0.021529686,0.033209015,-10.484979,0.021422291,-0.0031654662,-0.13328783,-0.06958679,-0.03764902,0.06768573,0.13860747093862838,0.2290690667076181,90.75489353949152,-0.46614188793648653,-0.4612566863332609,0.10799389674937994
1733312797296791,0.022033839,0.032847483,-10.485113,0.021251367,-0.0034241846,-0.13277371,-0.02136547,-0.032339796,0.06426498,0.1346742644451238,0.22443538739755223,90.75584960029607,-0.4916508116880744,-0.5792099137582327,0.11950760057012305
1733312797304791,0.022529233,0.032490563,-10.48527,0.021057254,-0.0036624537,-0.13225356,-0.02426421,-0.029783636,0.065019354,0.1301944692703717,0.21967800484842204,90.75386841762766,-0.5599743968440094,-0.5946728186412727,-0.24764783355141848
1733312797312791,0.023016071,0.03213814,-10.485445,0.020879142,-0.0038966814,-0.13169035,-0.022263963,-0.029278452,0.070400536,0.12551632607813998,0.21468373998292797,90.75194178378071,-0.5847678990289683,-0.6242831081867566,-0.2408292308685826
1733312797328791,0.023949523,0.0314491,-10.485856,0.020474352,-0.00432265,-0.13070485,-0.025299376,-0.026623033,0.061593946,0.11654596405656051,0.20361359709341256,90.74791791386197,-0.5606476263487165,-0.691883930594713,-0.2514918699214963
1733312797336791,0.0244043,0.03111101,-10.48609,0.020288635,-0.0045248573,-0.13031666,-0.02321461,-0.02527592,0.048523765,0.11244578445812753,0.19758389048037017,90.7456771210297,-0.5125224498041226,-0.7537133266303015,-0.28009910403270455
1733312797344791,0.024851447,0.030777244,-10.486343,0.020087613,-0.004699722,-0.12995875,-0.02512778,-0.021858081,0.04473887,0.10832270933148344,0.19131315373773353,90.74349101144637,-0.515384390830511,-0.7838420928295787,-0.2732636979181186
1733312797352791,0.02529109,0.030447865,-10.486614,0.019889072,-0.004863687,-0.12959427,-0.02481765,-0.020495614,0.045560297,0.10434606684353978,0.18513253289719775,90.74142796966184,-0.49708031099295674,-0.7725776050669734,-0.25788022306423125
1733312797368791,0.026148692,0.029802138,-10.487211,0.019495787,-0.005176593,-0.12895131,-0.02458028,-0.019556638,0.040184703,0.09846940624954727,0.17178799938555456,90.73680971392524,-0.3672912871245325,-0.8340333444777,-0.2886409835382277
1733312797376791,0.026566954,0.029485691,-10.487535,0.019270482,-0.0053185564,-0.12882616,-0.028163193,-0.01774542,0.015644357,0.09629837977267783,0.16467285926673286,90.73454852799867,-0.27137830960867854,-0.8893925148527121,-0.28264824082148143
1733312797384791,0.026985113,0.029174365,-10.487879,0.01907239,-0.005437306,-0.12871557,-0.024761537,-0.01484371,0.013822689,0.09425359357460318,0.1576255569282219,90.73234189324924,-0.2555982747593308,-0.8809127923138699,-0.27582934367812234
1733312797392791,0.027396532,0.028867435,-10.488239,0.018854255,-0.0055394676,-0.12853356,-0.027266795,-0.012770178,0.022752209,0.09258539603424928,0.15058676805981008,90.72993724370924,-0.20852469254423822,-0.8798486085514775,-0.3005811924988369
1733312797408791,0.028199451,0.02826662,-10.489008,0.018423952,-0.005728236,-0.12815394,-0.026893917,-0.011798023,0.023726372,0.09137075374205297,0.13649755099559932,90.7252167345611,-0.07591514326226896,-0.8805760665131711,-0.2950318217596547
1733312797416791,0.028591292,0.027972693,-10.489416,0.01820252,-0.005819758,-0.12809338,-0.027678905,-0.011440249,0.0075697894,0.09126040280741408,0.12952875156715465,90.7227847707413,-0.013793866829862356,-0.8710999285555844,-0.30399547747364913
1733312797424791,0.02913882,0.027743831,-10.489161,0.018069906,-0.0058776424,-0.127876,-0.016576843,-0.007235561,0.027172266,0.0913585651202901,0.12246575859399314,90.72035959510477,0.012270289109503304,-0.8828741216451904,-0.3031469545669545
1733312797432791,0.029677019,0.027517822,-10.488937,0.017922917,-0.0059130215,-0.12766027,-0.018373597,-0.0044223852,0.026965512,0.09134020842680864,0.11544905811565354,90.71740179279801,-0.0022945866851832985,-0.8770875597924503,-0.3697252883437914
1733312797448791,0.030726101,0.027074749,-10.4885845,0.017602375,-0.005963751,-0.12722467,-0.02003391,-0.0031706002,0.027225351,0.09178984236204701,0.10194057378453959,90.71150650987224,0.02810212095239803,-0.8442802706946209,-0.3684551828615897
1733312797456791,0.031245586,0.026861235,-10.488455,0.017467504,-0.005983541,-0.12719986,-0.016858801,-0.002473709,0.003101304,0.09219928382595662,0.09569699786151274,90.70861005098877,0.051180182988701306,-0.7804469903783565,-0.3620573604338981
1733312797464791,0.031756368,0.026650649,-10.488356,0.017315708,-0.005977374,-0.12722294,-0.018974533,0.000770844,-0.002885237,0.09296816933756227,0.0896475167442078,90.70531076915066,0.0961106889507076,-0.7561851396631172,-0.4124102297626978
1733312797472791,0.032258566,0.026443157,-10.488287,0.017171549,-0.005959024,-0.1272254,-0.018019928,0.002293731,-0.00030733642,0.09447139983337019,0.08342311289459328,90.70212750867026,0.18790381197598943,-0.7780504812018159,-0.3979075600495429
1733312797488791,0.03323767,0.026037883,-10.488235,0.01685592,-0.0058615482,-0.12730268,-0.019726807,0.006092246,-0.004829839,0.09824902237031459,0.07200335291424516,90.69588409210631,0.23610140855902503,-0.7137349987717572,-0.3902135352471862
1733312797496791,0.033714667,0.02584018,-10.488254,0.016663665,-0.005795047,-0.12749301,-0.024031846,0.008312636,-0.023791565,0.09994490312721369,0.0666948446256412,90.69289897874786,0.211985094612387,-0.6635635360754969,-0.37313916980640205
1733312797504791,0.034183364,0.025645811,-10.488298,0.01649237,-0.0057307305,-0.12759057,-0.021411803,0.008039583,-0.012194737,0.1014576559121207,0.06149379905895959,90.69008469092931,0.1890940981133763,-0.6501306958352002,-0.35178597731910033
1733312797512791,0.034644,0.025454722,-10.488371,0.01631097,-0.00566634,-0.12765142,-0.022675142,0.008048839,-0.0076070423,0.10328683119775144,0.05643960980732382,90.68744805763038,0.2286469107038418,-0.6317736564544709,-0.32957916236685264
1733312797528791,0.035539538,0.025087912,-10.488592,0.01591732,-0.005506239,-0.12787613,-0.024603097,0.010006304,-0.0140443435,0.10800195671542301,0.04700455672265662,90.68227707375969,0.2946953448544731,-0.5896908177917003,-0.32318649191772436
1733312797536791,0.035974596,0.0249122,-10.488742,0.015702605,-0.0054053143,-0.1281751,-0.026839318,0.012615578,-0.03737025,0.11074163863748207,0.04264517380953327,90.67912130191799,0.3424602402573833,-0.5449228641404179,-0.3944714802124566
1733312797544791,0.036506332,0.02500342,-10.489359,0.015557203,-0.0051710648,-0.12858312,-0.018175226,0.029281188,-0.051002946,0.11347775854892067,0.03868207227161361,90.67619774041445,0.3420149889298243,-0.4953876922399571,-0.36544518794232866
1733312797552791,0.037028387,0.025092477,-10.489991,0.015393434,-0.0049214647,-0.12891369,-0.020471167,0.031200003,-0.041320916,0.11574282930441764,0.03490136501771327,90.67280284838469,0.2831338444371219,-0.4725884067375429,-0.42436150372037723
1733312797568791,0.038043913,0.025264747,-10.491292,0.015046667,-0.004435367,-0.12944044,-0.021672923,0.03038111,-0.032922253,0.12065152515771187,0.028369865557660922,90.66605408402431,0.3067934908308888,-0.40821871625327183,-0.421797772523889
1733312797576791,0.038537648,0.025348313,-10.491962,0.014861802,-0.004194785,-0.12985511,-0.023108207,0.030072754,-0.051833685,0.12340001792026352,0.02570082209976326,90.66288457464296,0.34356159531895697,-0.3336304322372082,-0.396188672667434
1733312797584791,0.039022166,0.025430348,-10.492644,0.014671527,-0.003940534,-0.13014993,-0.023784347,0.031781383,-0.036852434,0.12634114881729072,0.023322518663453456,90.66011825650469,0.367641362128399,-0.29728792953872524,-0.34578976728409166
1733312797592791,0.039497573,0.025510995,-10.493339,0.014476193,-0.003696041,-0.130375,-0.024416715,0.030561611,-0.02813339,0.12942126510241544,0.02125458868921303,90.65704440343197,0.38501453564059146,-0.25849124678005325,-0.38423163409115835
1733312797608791,0.040424444,0.025655027,-10.49476,0.014039495,-0.0032303291,-0.1307141,-0.02729363,0.029106988,-0.021194106,0.1359518742737599,0.01836831332371968,90.6517984974806,0.4081630732090287,-0.1803922103433342,-0.327869121959986
1733312797616791,0.04087434,0.025725456,-10.495486,0.013794564,-0.0029855408,-0.13098723,-0.030616414,0.030598544,-0.034140423,0.13914124644122425,0.017480055182813255,90.64989963342606,0.3986715209330431,-0.11103226761330315,-0.23735800681826583
